Command,Name,Description,Operations,Data type,Units,Min,Max,Internal,Sensor name,Datamodel,Mapping,Template
r_22_photo,manta_photometric_par,manta_photometric_par,r,float,µmol/cm2,N/A,N/A,No,MANTA3,,,No
r_22_co2,manta_carbon_dioxide,manta_carbon_dioxide,r,float,ppm,N/A,N/A,No,MANTA3,,,No
r_27_tmp,wsd2_temperature,wsd2_temperature,r,float,celsius,N/A,N/A,No,WSD2,,,Yes
r_27_hum,wsd2_humidity,wsd2_humidity,r,float,%,N/A,N/A,No,WSD2,,,Yes
r_28_rad,sq421_radiation,sq421_radiation,r,float,µmol/m2*s,N/A,N/A,No,SQ421,,,Yes
r_28_volt,sq421_millivolts,sq421_millivolts,r,float,V,N/A,N/A,No,SQ421,,,No
r_28_radi,sq421_radiation_immersed,sq421_radiation_immersed,r,float,µmol/m2*s,N/A,N/A,No,SQ421,,,No
r_29_hum,lw_humidity,lw_humidity,r,float,%,N/A,N/A,No,LEAF-WETNESS,,,Yes
r_29_tmp,lw_temperature,lw_temperature,r,float,celsius,N/A,N/A,No,LEAF-WETNESS,,,Yes
r_30_las,nlsv2_las,nlsv2_las,r,float,dBA,N/A,N/A,No,NLSV2,,,No
r_30_lasmin,nlsv2_lasmin,nlsv2_lasmin,r,float,dBA,N/A,N/A,No,NLSV2,,,No
r_30_lasmax,nlsv2_lasmax,nlsv2_lasmax,r,float,dBA,N/A,N/A,No,NLSV2,,,No
r_30_laf,nlsv2_laf,nlsv2_laf,r,float,dBA,N/A,N/A,No,NLSV2,,,No
r_30_lafmin,nlsv2_lafmin,nlsv2_lafmin,r,float,dBA,N/A,N/A,No,NLSV2,,,No
r_30_lafmax,nlsv2_lafmax,nlsv2_lafmax,r,float,dBA,N/A,N/A,No,NLSV2,,,No
r_30_lamin,nlsv2_lamin,nlsv2_lamin,r,float,dBA,N/A,N/A,No,NLSV2,,,No
r_30_lamax,nlsv2_lamax,nlsv2_lamax,r,float,dBA,N/A,N/A,No,NLSV2,,,No
r_30_laeq,nlsv2_laeq,nlsv2_laeq,r,float,dBA,N/A,N/A,No,NLSV2,NoiseLevelObserved,LAeq,Yes
r_30_la10,nlsv2_la10,nlsv2_la10,r,float,dBA,N/A,N/A,No,NLSV2,NoiseLevelObserved,LA10,No
r_30_la20,nlsv2_la20,nlsv2_la20,r,float,dBA,N/A,N/A,No,NLSV2,,,No
r_30_la30,nlsv2_la30,nlsv2_la30,r,float,dBA,N/A,N/A,No,NLSV2,,,No
r_30_la40,nlsv2_la40,nlsv2_la40,r,float,dBA,N/A,N/A,No,NLSV2,,,No
r_30_la50,nlsv2_la50,nlsv2_la50,r,float,dBA,N/A,N/A,No,NLSV2,NoiseLevelObserved,LA50,No
r_30_la60,nlsv2_la60,nlsv2_la60,r,float,dBA,N/A,N/A,No,NLSV2,,,No
r_30_la70,nlsv2_la70,nlsv2_la70,r,float,dBA,N/A,N/A,No,NLSV2,,,No
r_30_la80,nlsv2_la80,nlsv2_la80,r,float,dBA,N/A,N/A,No,NLSV2,,,No
r_30_la90,nlsv2_la90,nlsv2_la90,r,float,dBA,N/A,N/A,No,NLSV2,NoiseLevelObserved,LA90,No
r_30_la99,nlsv2_la99,nlsv2_la99,r,float,dBA,N/A,N/A,No,NLSV2,NoiseLevelObserved,LA99,No
r_31_ws,ws3000_wind_speed,ws3000_wind_speed,r,float,m/s,N/A,N/A,No,WS3000,,,No
r_31_vd,ws3000_vane_direction,ws3000_vane_direction,r,float,degrees,N/A,N/A,No,WS3000,,,No
r_31_pre,ws3000_precipitation,ws3000_precipitation,r,float,l/m2,N/A,N/A,No,WS3000,,,No
r_32_msd0,envipro_moisture_with_salinity_depth_0,envipro_moisture_with_salinity_depth_0,r,float,%,N/A,N/A,No,ENVIROPRO,,,Yes
r_32_msd1,envipro_moisture_with_salinity_depth_1,envipro_moisture_with_salinity_depth_1,r,float,%,N/A,N/A,No,ENVIROPRO,,,Yes
r_32_msd2,envipro_moisture_with_salinity_depth_2,envipro_moisture_with_salinity_depth_2,r,float,%,N/A,N/A,No,ENVIROPRO,,,Yes
r_32_msd3,envipro_moisture_with_salinity_depth_3,envipro_moisture_with_salinity_depth_3,r,float,%,N/A,N/A,No,ENVIROPRO,,,Yes
r_32_msd4,envipro_moisture_with_salinity_depth_4,envipro_moisture_with_salinity_depth_4,r,float,%,N/A,N/A,No,ENVIROPRO,,,Yes
r_32_msd5,envipro_moisture_with_salinity_depth_5,envipro_moisture_with_salinity_depth_5,r,float,%,N/A,N/A,No,ENVIROPRO,,,Yes
r_32_msd6,envipro_moisture_with_salinity_depth_6,envipro_moisture_with_salinity_depth_6,r,float,%,N/A,N/A,No,ENVIROPRO,,,Yes
r_32_msd7,envipro_moisture_with_salinity_depth_7,envipro_moisture_with_salinity_depth_7,r,float,%,N/A,N/A,No,ENVIROPRO,,,Yes
r_32_sd0,envipro_salinity_depth_0,envipro_salinity_depth_0,r,float,ds/m,N/A,N/A,No,ENVIROPRO,,,No
r_32_sd1,envipro_salinity_depth_1,envipro_salinity_depth_1,r,float,ds/m,N/A,N/A,No,ENVIROPRO,,,No
r_32_sd2,envipro_salinity_depth_2,envipro_salinity_depth_2,r,float,ds/m,N/A,N/A,No,ENVIROPRO,,,No
r_32_sd3,envipro_salinity_depth_3,envipro_salinity_depth_3,r,float,ds/m,N/A,N/A,No,ENVIROPRO,,,No
r_32_sd4,envipro_salinity_depth_4,envipro_salinity_depth_4,r,float,ds/m,N/A,N/A,No,ENVIROPRO,,,No
r_32_sd5,envipro_salinity_depth_5,envipro_salinity_depth_5,r,float,ds/m,N/A,N/A,No,ENVIROPRO,,,No
r_32_sd6,envipro_salinity_depth_6,envipro_salinity_depth_6,r,float,ds/m,N/A,N/A,No,ENVIROPRO,,,No
r_32_sd7,envipro_salinity_depth_7,envipro_salinity_depth_7,r,float,ds/m,N/A,N/A,No,ENVIROPRO,,,No
r_32_td0,envipro_temperature_depth_0,envipro_temperature_depth_0,r,float,celsius,N/A,N/A,No,ENVIROPRO,,,Yes
r_32_td1,envipro_temperature_depth_1,envipro_temperature_depth_1,r,float,celsius,N/A,N/A,No,ENVIROPRO,,,Yes
r_32_td2,envipro_temperature_depth_2,envipro_temperature_depth_2,r,float,celsius,N/A,N/A,No,ENVIROPRO,,,Yes
r_32_td3,envipro_temperature_depth_3,envipro_temperature_depth_3,r,float,celsius,N/A,N/A,No,ENVIROPRO,,,Yes
r_32_td4,envipro_temperature_depth_4,envipro_temperature_depth_4,r,float,celsius,N/A,N/A,No,ENVIROPRO,,,Yes
r_32_td5,envipro_temperature_depth_5,envipro_temperature_depth_5,r,float,celsius,N/A,N/A,No,ENVIROPRO,,,Yes
r_32_td6,envipro_temperature_depth_6,envipro_temperature_depth_6,r,float,celsius,N/A,N/A,No,ENVIROPRO,,,Yes
r_32_td7,envipro_temperature_depth_7,envipro_temperature_depth_7,r,float,celsius,N/A,N/A,No,ENVIROPRO,,,Yes
r_32_mwosd0,envipro_moisture_without_salinity_depth_0,envipro_moisture_without_salinity_depth_0,r,float,%,N/A,N/A,No,ENVIROPRO,,,No
r_32_mwosd1,envipro_moisture_without_salinity_depth_1,envipro_moisture_without_salinity_depth_1,r,float,%,N/A,N/A,No,ENVIROPRO,,,No
r_32_mwosd2,envipro_moisture_without_salinity_depth_2,envipro_moisture_without_salinity_depth_2,r,float,%,N/A,N/A,No,ENVIROPRO,,,No
r_32_mwosd3,envipro_moisture_without_salinity_depth_3,envipro_moisture_without_salinity_depth_3,r,float,%,N/A,N/A,No,ENVIROPRO,,,No
r_32_mwosd4,envipro_moisture_without_salinity_depth_4,envipro_moisture_without_salinity_depth_4,r,float,%,N/A,N/A,No,ENVIROPRO,,,No
r_32_mwosd5,envipro_moisture_without_salinity_depth_5,envipro_moisture_without_salinity_depth_5,r,float,%,N/A,N/A,No,ENVIROPRO,,,No
r_32_mwosd6,envipro_moisture_without_salinity_depth_6,envipro_moisture_without_salinity_depth_6,r,float,%,N/A,N/A,No,ENVIROPRO,,,No
r_32_mwosd7,envipro_moisture_without_salinity_depth_7,envipro_moisture_without_salinity_depth_7,r,float,%,N/A,N/A,No,ENVIROPRO,,,No
r_33_td0,envipro_l_temperature_depth_0,envipro_l_temperature_depth_0,r,float,celsius,N/A,N/A,No,ENVIROPRO_L,,,No
r_33_td1,envipro_l_temperature_depth_1,envipro_l_temperature_depth_1,r,float,celsius,N/A,N/A,No,ENVIROPRO_L,,,No
r_33_td2,envipro_l_temperature_depth_2,envipro_l_temperature_depth_2,r,float,celsius,N/A,N/A,No,ENVIROPRO_L,,,No
r_33_td3,envipro_l_temperature_depth_3,envipro_l_temperature_depth_3,r,float,celsius,N/A,N/A,No,ENVIROPRO_L,,,No
r_33_td4,envipro_l_temperature_depth_4,envipro_l_temperature_depth_4,r,float,celsius,N/A,N/A,No,ENVIROPRO_L,,,No
r_33_td5,envipro_l_temperature_depth_5,envipro_l_temperature_depth_5,r,float,celsius,N/A,N/A,No,ENVIROPRO_L,,,No
r_33_td6,envipro_l_temperature_depth_6,envipro_l_temperature_depth_6,r,float,celsius,N/A,N/A,No,ENVIROPRO_L,,,No
r_33_td7,envipro_l_temperature_depth_7,envipro_l_temperature_depth_7,r,float,celsius,N/A,N/A,No,ENVIROPRO_L,,,No
r_33_mwosd0,envipro_l_moisture_without_salinity_depth_0,envipro_l_moisture_without_salinity_depth_0,r,float,%,N/A,N/A,No,ENVIROPRO_L,,,No
r_33_mwosd1,envipro_l_moisture_without_salinity_depth_1,envipro_l_moisture_without_salinity_depth_1,r,float,%,N/A,N/A,No,ENVIROPRO_L,,,No
r_33_mwosd2,envipro_l_moisture_without_salinity_depth_2,envipro_l_moisture_without_salinity_depth_2,r,float,%,N/A,N/A,No,ENVIROPRO_L,,,No
r_33_mwosd3,envipro_l_moisture_without_salinity_depth_3,envipro_l_moisture_without_salinity_depth_3,r,float,%,N/A,N/A,No,ENVIROPRO_L,,,No
r_33_mwosd4,envipro_l_moisture_without_salinity_depth_4,envipro_l_moisture_without_salinity_depth_4,r,float,%,N/A,N/A,No,ENVIROPRO_L,,,No
r_33_mwosd5,envipro_l_moisture_without_salinity_depth_5,envipro_l_moisture_without_salinity_depth_5,r,float,%,N/A,N/A,No,ENVIROPRO_L,,,No
r_33_mwosd6,envipro_l_moisture_without_salinity_depth_6,envipro_l_moisture_without_salinity_depth_6,r,float,%,N/A,N/A,No,ENVIROPRO_L,,,No
r_33_mwosd7,envipro_l_moisture_without_salinity_depth_7,envipro_l_moisture_without_salinity_depth_7,r,float,%,N/A,N/A,No,ENVIROPRO_L,,,No
r_34_swt,wm_soil_water_tension,wm_soil_water_tension,r,float,centibars,N/A,N/A,No,WATERMARK,,,Yes
r_35_dist,dendrometer_distance,dendrometer_distance,r,uint32_t,µm,N/A,N/A,No,DENDROMETER,,,Yes
r_36_rad,sp510_radiation,sp510_radiation,r,float,W/m2,N/A,N/A,No,SP510,,,Yes
r_37_hi,lws_humidity_index,lws_humidity_index,r,float,dimensionless,N/A,N/A,No,LWS,,,Yes
r_41_nh3,ccg10_nh3_concentration,ccg10_nh3_concentration,r,uint32_t,ppm,N/A,N/A,No,CCG10_NH3,,,Yes
r_42_ch4,ccg10_ch4_concentration,ccg10_ch4_concentration,r,uint32_t,ppm,N/A,N/A,No,CCG10_CH4,,,Yes
r_43_tmp,sil411_temperature,sil411_temperature,r,float,celsius,N/A,N/A,No,SIL411,,,Yes
r_44_rad,sq100x_radiation,sq100x_radiation,r,float,µmol/m2*s,N/A,N/A,No,SQ100X,,,Yes
r_44_volt,sq100x_millivolts,sq100x_millivolts,r,float,V,N/A,N/A,No,SQ100X,,,No
r_44_radi,sq100x_radiation_immersed,sq100x_radiation_immersed,r,float,µmol/m2*s,N/A,N/A,No,SQ100X,,,No
r_45_wp,florapulse_waterPotential,florapulse_waterPotential,r,float,bar,N/A,N/A,No,FLORAPULSE,,,Yes
r_45_volt,florapulse_millisvolts,florapulse_millisvolts,r,float,mV,N/A,N/A,No,FLORAPULSE,,,Yes
r_45_tr,florapulse_thermoresistance,florapulse_thermoresistance,r,float,ohms,N/A,N/A,No,FLORAPULSE,,,Yes
r_46_tmp,ccm05_temperature,ccm05_temperature,r,float,celsius,N/A,N/A,No,CCM05,,,Yes
r_46_hum,ccm05_humidity,ccm05_humidity,r,float,%,N/A,N/A,No,CCM05,,,Yes
r_46_pres,ccm05_pressure,ccm05_pressure,r,float,hPa,N/A,N/A,No,CCM05,,,Yes
r_46_ws,ccm05_windSpeed,ccm05_windSpeed,r,float,m/s,N/A,N/A,No,CCM05,,,Yes
r_46_wd,ccm05_windDirection,ccm05_windDirection,r,float,degrees,N/A,N/A,No,CCM05,,,Yes
r_47_co2,ccg10_co2_concentration,ccg10_co2_concentration,r,uint32_t,ppm,N/A,N/A,No,CCG10_C02,,,Yes
r_48_type,smp10_device_type,smp10_device_type,r,string,dimensionless,N/A,N/A,No,SMP10,,,No
r_48_mode,smp10_operational_mode,smp10_operational_mode,r,string,dimensionless,N/A,N/A,No,SMP10,,,No
r_48_err,smp10_error_code,smp10_error_code,r,uint8_t ,dimensionless,N/A,N/A,No,SMP10,,,No
r_48_scale,smp10_scale_factor,smp10_scale_factor,r,int8_t ,dimensionless,N/A,N/A,No,SMP10,,,No
r_48_rad,smp10_radiation,smp10_radiation,r,float,W/m2,N/A,N/A,No,SMP10,,,Yes
r_48_stddv,smp10_standard_deviation,smp10_standard_deviation,r,float ,dimensionless,N/A,N/A,No,SMP10,,,No
r_48_btmp,smp10_body_temperature,smp10_body_temperature,r,float,degrees,N/A,N/A,No,SMP10,,,Yes
r_48_epwr,smp10_external_power,smp10_external_power,r,float,volts,N/A,N/A,No,SMP10,,,No
r_49_tmp,nesa_ta_temperature,nesa_ta_temperature,r,float,celsius,N/A,N/A,No,NESA_TA,,,Yes
r_50_ws,thies_wind_speed,thies_wind_speed,r,float,m/s,N/A,N/A,No,THIES,,,Yes
r_50_wd,thies_wind_direction,thies_wind_direction,r,uint16_t,degrees,N/A,N/A,No,THIES,,,Yes
r_50_vtmp,thies_virtual_temperature,thies_virtual_temperature,r,float,celsius,N/A,N/A,No,THIES,,,Yes
r_50_gs,thies_gust_speed,thies_gust_speed,r,float,m/s,N/A,N/A,No,THIES,,,No
r_50_gd,thies_gust_direction,thies_gust_direction,r,uint16_t,degrees,N/A,N/A,No,THIES,,,No
r_50_epwr,thies_external_power,thies_external_power,r,uint16_t,volts,N/A,N/A,No,THIES,,,No
r_50_fw,thies_firmware_version,thies_firmware_version,r,float,dimensionless,N/A,N/A,No,THIES,,,No
r_50_itmp,thies_internal_temperature,thies_internal_temperature,r,float,celsius,N/A,N/A,No,THIES,,,No
r_50_sn,thies_serial_number,thies_serial_number,r,string,dimensionless,N/A,N/A,No,THIES,,,No
r_50_stat,thies_status,thies_status,r,uint8_t ,dimensionless,N/A,N/A,No,THIES,,,No
r_51_tmp,keller_temperature,keller_temperature,r,float,celsius,N/A,N/A,No,KELLER_PR36XW,,,Yes
r_51_pres,keller_pressure,keller_pressure,r,float ,bar,N/A,N/A,No,KELLER_PR36XW,,,Yes
r_52_msd0,envipro120_moisture_with_salinity_depth_0,envipro120_moisture_with_salinity_depth_0,r,float,%,N/A,N/A,No,ENVIROPRO120,,,Yes
r_52_msd1,envipro120_moisture_with_salinity_depth_1,envipro120_moisture_with_salinity_depth_1,r,float,%,N/A,N/A,No,ENVIROPRO120,,,Yes
r_52_msd2,envipro120_moisture_with_salinity_depth_2,envipro120_moisture_with_salinity_depth_2,r,float,%,N/A,N/A,No,ENVIROPRO120,,,Yes
r_52_msd3,envipro120_moisture_with_salinity_depth_3,envipro120_moisture_with_salinity_depth_3,r,float,%,N/A,N/A,No,ENVIROPRO120,,,Yes
r_52_msd4,envipro120_moisture_with_salinity_depth_4,envipro120_moisture_with_salinity_depth_4,r,float,%,N/A,N/A,No,ENVIROPRO120,,,Yes
r_52_msd5,envipro120_moisture_with_salinity_depth_5,envipro120_moisture_with_salinity_depth_5,r,float,%,N/A,N/A,No,ENVIROPRO120,,,Yes
r_52_msd6,envipro120_moisture_with_salinity_depth_6,envipro120_moisture_with_salinity_depth_6,r,float,%,N/A,N/A,No,ENVIROPRO120,,,Yes
r_52_msd7,envipro120_moisture_with_salinity_depth_7,envipro120_moisture_with_salinity_depth_7,r,float,%,N/A,N/A,No,ENVIROPRO120,,,Yes
r_52_msd8,envipro120_moisture_with_salinity_depth_8,envipro120_moisture_with_salinity_depth_8,r,float,%,N/A,N/A,No,ENVIROPRO120,,,Yes
r_52_msd9,envipro120_moisture_with_salinity_depth_9,envipro120_moisture_with_salinity_depth_9,r,float,%,N/A,N/A,No,ENVIROPRO120,,,Yes
r_52_msd10,envipro120_moisture_with_salinity_depth_10,envipro120_moisture_with_salinity_depth_10,r,float,%,N/A,N/A,No,ENVIROPRO120,,,Yes
r_52_msd11,envipro120_moisture_with_salinity_depth_11,envipro120_moisture_with_salinity_depth_11,r,float,%,N/A,N/A,No,ENVIROPRO120,,,Yes
r_52_sd0,envipro120_salinity_depth_0,envipro120_salinity_depth_0,r,float,ds/m,N/A,N/A,No,ENVIROPRO120,,,No
r_52_sd1,envipro120_salinity_depth_1,envipro120_salinity_depth_1,r,float,ds/m,N/A,N/A,No,ENVIROPRO120,,,No
r_52_sd2,envipro120_salinity_depth_2,envipro120_salinity_depth_2,r,float,ds/m,N/A,N/A,No,ENVIROPRO120,,,No
r_52_sd3,envipro120_salinity_depth_3,envipro120_salinity_depth_3,r,float,ds/m,N/A,N/A,No,ENVIROPRO120,,,No
r_52_sd4,envipro120_salinity_depth_4,envipro120_salinity_depth_4,r,float,ds/m,N/A,N/A,No,ENVIROPRO120,,,No
r_52_sd5,envipro120_salinity_depth_5,envipro120_salinity_depth_5,r,float,ds/m,N/A,N/A,No,ENVIROPRO120,,,No
r_52_sd6,envipro120_salinity_depth_6,envipro120_salinity_depth_6,r,float,ds/m,N/A,N/A,No,ENVIROPRO120,,,No
r_52_sd7,envipro120_salinity_depth_7,envipro120_salinity_depth_7,r,float,ds/m,N/A,N/A,No,ENVIROPRO120,,,No
r_52_sd8,envipro120_salinity_depth_8,envipro120_salinity_depth_8,r,float,ds/m,N/A,N/A,No,ENVIROPRO120,,,No
r_52_sd9,envipro120_salinity_depth_9,envipro120_salinity_depth_9,r,float,ds/m,N/A,N/A,No,ENVIROPRO120,,,No
r_52_sd10,envipro120_salinity_depth_10,envipro120_salinity_depth_10,r,float,ds/m,N/A,N/A,No,ENVIROPRO120,,,No
r_52_sd11,envipro120_salinity_depth_11,envipro120_salinity_depth_11,r,float,ds/m,N/A,N/A,No,ENVIROPRO120,,,No
r_52_td0,envipro120_temperature_depth_0,envipro120_temperature_depth_0,r,float,celsius,N/A,N/A,No,ENVIROPRO120,,,Yes
r_52_td1,envipro120_temperature_depth_1,envipro120_temperature_depth_1,r,float,celsius,N/A,N/A,No,ENVIROPRO120,,,Yes
r_52_td2,envipro120_temperature_depth_2,envipro120_temperature_depth_2,r,float,celsius,N/A,N/A,No,ENVIROPRO120,,,Yes
r_52_td3,envipro120_temperature_depth_3,envipro120_temperature_depth_3,r,float,celsius,N/A,N/A,No,ENVIROPRO120,,,Yes
r_52_td4,envipro120_temperature_depth_4,envipro120_temperature_depth_4,r,float,celsius,N/A,N/A,No,ENVIROPRO120,,,Yes
r_52_td5,envipro120_temperature_depth_5,envipro120_temperature_depth_5,r,float,celsius,N/A,N/A,No,ENVIROPRO120,,,Yes
r_52_td6,envipro120_temperature_depth_6,envipro120_temperature_depth_6,r,float,celsius,N/A,N/A,No,ENVIROPRO120,,,Yes
r_52_td7,envipro120_temperature_depth_7,envipro120_temperature_depth_7,r,float,celsius,N/A,N/A,No,ENVIROPRO120,,,Yes
r_52_td8,envipro120_temperature_depth_8,envipro120_temperature_depth_8,r,float,celsius,N/A,N/A,No,ENVIROPRO120,,,Yes
r_52_td9,envipro120_temperature_depth_9,envipro120_temperature_depth_9,r,float,celsius,N/A,N/A,No,ENVIROPRO120,,,Yes
r_52_td10,envipro120_temperature_depth_10,envipro120_temperature_depth_10,r,float,celsius,N/A,N/A,No,ENVIROPRO120,,,Yes
r_52_td11,envipro120_temperature_depth_11,envipro120_temperature_depth_11,r,float,celsius,N/A,N/A,No,ENVIROPRO120,,,Yes
r_52_mwosd0,envipro_moisture_without_salinity_depth_0,envipro_moisture_without_salinity_depth_0,r,float,%,N/A,N/A,No,ENVIROPRO120,,,No
r_52_mwosd1,envipro_moisture_without_salinity_depth_1,envipro_moisture_without_salinity_depth_1,r,float,%,N/A,N/A,No,ENVIROPRO120,,,No
r_52_mwosd2,envipro_moisture_without_salinity_depth_2,envipro_moisture_without_salinity_depth_2,r,float,%,N/A,N/A,No,ENVIROPRO120,,,No
r_52_mwosd3,envipro_moisture_without_salinity_depth_3,envipro_moisture_without_salinity_depth_3,r,float,%,N/A,N/A,No,ENVIROPRO120,,,No
r_52_mwosd4,envipro_moisture_without_salinity_depth_4,envipro_moisture_without_salinity_depth_4,r,float,%,N/A,N/A,No,ENVIROPRO120,,,No
r_52_mwosd5,envipro_moisture_without_salinity_depth_5,envipro_moisture_without_salinity_depth_5,r,float,%,N/A,N/A,No,ENVIROPRO120,,,No
r_52_mwosd6,envipro_moisture_without_salinity_depth_6,envipro_moisture_without_salinity_depth_6,r,float,%,N/A,N/A,No,ENVIROPRO120,,,No
r_52_mwosd7,envipro_moisture_without_salinity_depth_7,envipro_moisture_without_salinity_depth_7,r,float,%,N/A,N/A,No,ENVIROPRO120,,,No
r_52_mwosd8,envipro_moisture_without_salinity_depth_8,envipro_moisture_without_salinity_depth_8,r,float,%,N/A,N/A,No,ENVIROPRO120,,,No
r_52_mwosd9,envipro_moisture_without_salinity_depth_9,envipro_moisture_without_salinity_depth_9,r,float,%,N/A,N/A,No,ENVIROPRO120,,,No
r_52_mwosd10,envipro_moisture_without_salinity_depth_10,envipro_moisture_without_salinity_depth_10,r,float,%,N/A,N/A,No,ENVIROPRO120,,,No
r_52_mwosd11,envipro_moisture_without_salinity_depth_11,envipro_moisture_without_salinity_depth_11,r,float,%,N/A,N/A,No,ENVIROPRO120,,,No
r_53_no3volt,nutrisens_nitrate_voltage,nutrisens_nitrate_voltage,r,float,mV,N/A,N/A,No,NUTRISENS,,,Yes
r_53_kvolt,nutrisens_potassium_voltage,nutrisens_potassium_voltage,r,float,mV,N/A,N/A,No,NUTRISENS,,,Yes
r_55_act8_pos,actuator_8_position,actuator_8_position,r,uint8_t,dimensionless,N/A,N/A,No,ACTUATOR_8_RELAY,,,Yes
r_56_rad,Solar radiation,netsens_ps0085ff_solar_radiation,r,float,W/m2,N/A,N/A,No,NETSENS_PS0085FF,,,No
