Command,Name,Description,Operations,Data type,Units,Min,Max,Internal,Sensor name,Datamodel,Mapping,Template
r_ts,Timestamp,Timestamp at the time of taking the sensor reading (GMT+0),r,uint32_t,dimensionless,N/A,N/A,No,ALL_ONE_PROBES,,,No
r_loop,Sending loop number,Sending loop number,r,uint32_t,dimensionless,1,N/A,No,ALL_ONE_PROBES,,,Yes
r_1_tmp,Temperature (BME280),Atmospheric Temperature,r,float,celsius,-40,85,No,BME280,,,Yes
r_1_hum,Humidity (BME280),Relative Humidity,r,float,%,0,100,No,BME280,,,Yes
r_1_pres,Pressure (BME280),Barometric Pressure,r,float,hPa,300,1100,No,BME280,,,Yes
r_2_tmp,Temperature (SI411),Temperature of the measured surface,r,float,celsius,-50,80,No,SI411,,,Yes
r_3_tmpbd,Bud Temperature (SF421),Temperature of the bud,r,float,celsius,-50,70,No,SF421,,,Yes
r_3_tmpfl,Leaf Temperature (SF421),Temperature of the leaf,r,float,celsius,-50,70,No,SF421,,,No
r_4_ox,Oxygen (SO411),Gaseous Oxygen readed,r,float,%,0,100,No,SO411,,,Yes
r_4_tmp,Temperature (SO411),Atmospheric Temperature,r,float,celsius,-20,60,No,SO411,,,Yes
r_4_volt,Millivolts (SO411),Millivolts of the sensor readed,r,float,millivolts,N/A,N/A,No,SO411,,,No
r_5_rwc,Raw Water Content (TEROS11),The VWC range depends on the substrate for which the sensor is calibrated. A custom calibration will accommodate the ranges required for most substrates.,r,float,dimensionless,N/A,N/A,No,TEROS11,,,Yes
r_5_tmp,Temperature (TEROS11),"Soil Temperature. May not be accurate if the sensor is not fully immersed in the medium of interest, due to a longer equilibration time",r,float,celsius,-40,60,No,TEROS11,,,Yes
r_6_rwc,Raw Water Content (TEROS12),The VWC range depends on the substrate for which the sensor is calibrated. A custom calibration will accommodate the ranges required for most substrates.,r,float,dimensionless,N/A,N/A,No,TEROS12,,,Yes
r_6_cond,Conductivity (TEROS12),Conductivity is the measure of a material's ability to conduct an electric current or transfer heat,r,float,µS/cm,0,20000,No,TEROS12,,,Yes
r_6_tmp,Temperature (TEROS12),"Soil Temperature. May not be accurate if the sensor is not fully immersed in the medium of interest, due to a longer equilibration time",r,float,celsius,-40,60,No,TEROS12,,,Yes
r_7_wp,Water Potential (TEROS21),Water Potential,r,float,kPa,0,100000,No,TEROS21,,,Yes
r_7_tmp,Temperature (TEROS21),"Soil Temperature. May not be accurate if the sensor is not fully immersed in the medium of interest, due to a longer equilibration time",r,float,celsius,-40,60,No,TEROS21,,,Yes
r_8_vp,Vapor Pressure (ATMOS14),Vapor Pressure,r,float,kPa,0,47,No,ATMOS14,,,Yes
r_8_tmp,Temperature (ATMOS14),Atmospheric Temperature,r,float,celsius,-40,80,No,ATMOS14,,,Yes
r_8_hum,Humidity (ATMOS14),Relative Humidity,r,float,%RH,0,100,No,ATMOS14,,,Yes
r_8_pres,Pressure (ATMOS14),Barometric Pressure,r,float,kPa,1,120,No,ATMOS14,,,Yes
r_9_pres,Pressure (GMX240),Barometric Pressure,r,float,kPa,N/A,N/A,No,GMX240,,,Yes
r_9_wd,Wind Direction (GMX240),Wind Direction,r,uint16_t,degrees,0,360,No,GMX240,,,Yes
r_9_ws,Wind Speed (GMX240),Wind Speed,r,float,m/s,0,60,No,GMX240,,,Yes
r_9_wcd,Wind Corrected Direction (GMX240),Wind Corrected Direction,r,uint16_t,degrees,0,360,No,GMX240,,,No
r_9_wad,Wind Average Direction (GMX240),Wind Average Direction,r,uint16_t,degrees,0,360,No,GMX240,,,No
r_9_was,Wind Average Speed (GMX240),Wind Average Speed,r,float,m/s,0,60,No,GMX240,,,No
r_9_wagd,Wind Average Gust Direction (GMX240),Wind Average Gust Direction,r,uint16_t,degrees,0,360,No,GMX240,,,No
r_9_wags,Wind Average Gust Speed (GMX240),Wind Average Gust Speed,r,float,m/s,0,60,No,GMX240,,,No
r_9_wacd,Wind Average Corrected Direction (GMX240),Wind Average Corrected Direction,r,uint16_t,degrees,0,360,No,GMX240,,,No
r_9_wss,Wind Sensor Status (GMX240),Wind Sensor Status,r,uint16_t,dimensionless,N/A,N/A,No,GMX240,,,No
r_9_pt,Precipitation Total (GMX240),Precipitation Total,r,float,mm,N/A,N/A,No,GMX240,,,Yes
r_9_pi,Precipitation Intensity (GMX240),Precipitation Intensity,r,float,mm,N/A,N/A,No,GMX240,,,No
r_9_pss,Precipitation Sensor Status (GMX240),Precipitation Sensor Status,r,bool,dimensionless,N/A,N/A,No,GMX240,,,No
r_9_cmp,Compass (GMX240),Compass,r,uint16_t,degrees,N/A,N/A,No,GMX240,,,No
r_9_x,X Tilt (GMX240),X Tilt,r,int8_t,degrees,N/A,N/A,No,GMX240,,,No
r_9_y,Y Tilt (GMX240),Y Tilt,r,int8_t,degrees,N/A,N/A,No,GMX240,,,No
r_9_z,Z Orient (GMX240),Z Orient,r,int8_t,degrees,N/A,N/A,No,GMX240,,,No
r_9_ts,Timestamp (GMX240),Timestamp,r,uint32_t,seconds,N/A,N/A,No,GMX240,,,No
r_9_volt,Supply Voltage (GMX240),Supply Voltage,r,float,volts,5,30,No,GMX240,,,No
r_9_stat,Status (GMX240),Status,r,uint16_t,dimensionless,N/A,N/A,No,GMX240,,,No
r_9_spd,GPS Speed (GMX240),GPS Speed,r,float,m/s,N/A,N/A,No,GMX240,,,No
r_9_cspd,GPS Corrected Speed (GMX240),GPS Corrected Speed,r,float,m/s,N/A,N/A,No,GMX240,,,No
r_9_acspd,GPS Average Corrected Speed (GMX240),GPS Average Corrected Speed,r,float,m/s,N/A,N/A,No,GMX240,,,No
r_9_cgspd,GPS Corrected Gust Speed (GMX240),GPS Corrected Gust Speed,r,float,m/s,N/A,N/A,No,GMX240,,,No
r_9_cgdir,GPS Corrected Gust Direction (GMX240),GPS Corrected Gust Direction,r,uint16_t,degrees,N/A,N/A,No,GMX240,,,No
r_9_lat,GPS Latitude (GMX240),GPS Latitude,r,float,degrees,N/A,N/A,No,GMX240,,,No
r_9_lon,GPS Longitude (GMX240),GPS Longitude,r,float,degrees,N/A,N/A,No,GMX240,,,No
r_9_heig,GPS Height (GMX240),GPS Height,r,float,degrees,N/A,N/A,No,GMX240,,,No
r_9_head,GPS Heading (GMX240),GPS Heading,r,uint16_t,degrees,N/A,N/A,No,GMX240,,,No
r_9_gstat,GPS Status (GMX240),GPS Status,r,uint16_t,dimensionless,N/A,N/A,No,GMX240,,,No
r_10_wd,Wind Direction (GMX550),Wind Direction,r,uint16_t,degrees,0,360,No,GMX550,,,Yes
r_10_ws,Wind Speed (GMX550),Wind Speed,r,float,m/s,0,60,No,GMX550,,,Yes
r_10_wcd,Wind Corrected Direction (GMX550),Wind Corrected Direction,r,uint16_t,degrees,0,360,No,GMX550,,,No
r_10_wad,Wind Average Direction (GMX550),Wind Average Direction,r,uint16_t,degrees,0,360,No,GMX550,,,No
r_10_was,Wind Average Speed (GMX550),Wind Average Speed,r,float,m/s,0,60,No,GMX550,,,No
r_10_wagd,Wind Average Gust Direction (GMX550),Wind Average Gust Direction,r,uint16_t,degrees,0,360,No,GMX550,,,No
r_10_wags,Wind Average Gust Speed (GMX550),Wind Average Gust Speed,r,float,m/s,0,60,No,GMX550,,,No
r_10_wacd,Wind Average Corrected Direction (GMX550),Wind Average Corrected Direction,r,uint16_t,degrees,0,360,No,GMX550,,,No
r_10_wss,Wind Sensor Status (GMX550),Wind Sensor Status,r,uint16_t,dimensionless,N/A,N/A,No,GMX550,,,No
r_10_pres,Pressure (GMX550),Barometric Pressure,r,float,hPa,300,1250,No,GMX550,,,Yes
r_10_psl,Pressure Sea Level (GMX550),Pressure at Sea Level,r,float,hPa,300,1250,No,GMX550,,,No
r_10_ps,Pressure Station (GMX550),Pressure Station,r,float,hPa,300,1250,No,GMX550,,,No
r_10_hr,Relative Humidity (GMX550),Relative Humidity,r,uint8_t,%,0,100,No,GMX550,,,Yes
r_10_tmp,Temperature (GMX550),Temperature,r,float,celsius,-40,70,No,GMX550,,,Yes
r_10_dp,Dew Point (GMX550),Dew Point,r,float,degrees,N/A,N/A,No,GMX550,,,No
r_10_ha,Absolute Humidity (GMX550),Absolute Humidity,r,float,g/m3,0,100,No,GMX550,,,No
r_10_pt,Precipitation Total (GMX550),Precipitation Total,r,float,mm,N/A,N/A,No,GMX550,,,Yes
r_10_pi,Precipitation Intensity (GMX550),Precipitation Intensity,r,float,mm,N/A,N/A,No,GMX550,,,No
r_10_pss,Precipitation Sensor Status (GMX550),Precipitation Sensor Status,r,bool,dimensionless,N/A,N/A,No,GMX550,,,Yes
r_10_cmp,Compass (GMX550),Compass,r,uint16_t,degrees,N/A,N/A,No,GMX550,,,No
r_10_wc,Wind Chill (GMX550),Wind Chill,r,float,celsius,N/A,N/A,No,GMX550,,,No
r_10_hi,Heat Index (GMX550),Heat Index,r,float,celsius,N/A,N/A,No,GMX550,,,No
r_10_ad,Air Density (GMX550),Air Density,r,float,Kg/m3,N/A,N/A,No,GMX550,,,No
r_10_tb,Temperature Bulb (GMX550),Temperature Bulb,r,float,celsius,N/A,N/A,No,GMX550,,,No
r_10_hsr,Hour Sunrise (GMX550),Hour Sunrise,r,uint16_t,hours,N/A,N/A,No,GMX550,,,No
r_10_msr,Minute Sunrise (GMX550),Minute Sunrise,r,uint16_t,minutes,N/A,N/A,No,GMX550,,,No
r_10_hn,Hour Noon (GMX550),Hour Noon,r,uint16_t,hours,N/A,N/A,No,GMX550,,,No
r_10_mn,Minute Noon (GMX550),Minute Noon,r,uint16_t,minutes,N/A,N/A,No,GMX550,,,No
r_10_hss,Hour Sunset (GMX550),Hour Sunset,r,uint16_t,hours,N/A,N/A,No,GMX550,,,No
r_10_mss,Minute Sunset (GMX550),Minute Sunset,r,uint16_t,minutes,N/A,N/A,No,GMX550,,,No
r_10_azi,Sun Position Azimut (GMX550),Sun Position Azimut,r,float,degrees,N/A,N/A,No,GMX550,,,No
r_10_spa,Sun Position Altitude (GMX550),Sun Position Altitude,r,float,degrees,N/A,N/A,No,GMX550,,,No
r_10_tch,Twilight Civil Hour (GMX550),Twilight Civil Hour,r,uint16_t,hours,N/A,N/A,No,GMX550,,,No
r_10_tcm,Twilight Civil Minute (GMX550),Twilight Civil Minute,r,uint16_t,minutes,N/A,N/A,No,GMX550,,,No
r_10_tnh,Twilight Nautical Hour (GMX550),Twilight Nautical Hour,r,uint16_t,hours,N/A,N/A,No,GMX550,,,No
r_10_tnm,Twilight Nautical Minute (GMX550),Twilight Nautical Minute,r,uint16_t,minutes,N/A,N/A,No,GMX550,,,No
r_10_tah,Twilight Astronomical Hour (GMX550),Twilight Astronomical Hour,r,uint16_t,hours,N/A,N/A,No,GMX550,,,No
r_10_tam,Twilight Astronomical Minute (GMX550),Twilight Astronomical Minute,r,uint16_t,minutes,N/A,N/A,No,GMX550,,,No
r_10_x,X Tilt (GMX550),X Tilt,r,int8_t,degrees,N/A,N/A,No,GMX550,,,No
r_10_y,Y Tilt (GMX550),Y Tilt,r,int8_t,degrees,N/A,N/A,No,GMX550,,,No
r_10_z,Z Orient (GMX550),Z Orient,r,int8_t,degrees,N/A,N/A,No,GMX550,,,No
r_10_ts,Timestamp (GMX550),Timestamp,r,uint32_t,seconds,N/A,N/A,No,GMX550,,,No
r_10_volt,Supply Voltage (GMX550),Supply Voltage,r,float,volts,5,30,No,GMX550,,,No
r_10_stat,gmx550_status (GMX550),gmx550_status,r,uint16_t,dimensionless,N/A,N/A,No,GMX550,,,No
r_10_spd,GPS Speed (GMX550),GPS Speed,r,float,m/s,N/A,N/A,No,GMX550,,,No
r_10_cspd,GPS Corrected Speed (GMX550),GPS Corrected Speed,r,float,m/s,N/A,N/A,No,GMX550,,,No
r_10_acspd,GPS Average Corrected Speed (GMX550),GPS Average Corrected Speed,r,float,m/s,N/A,N/A,No,GMX550,,,No
r_10_cgspd,GPS Corrected Gust Speed (GMX550),GPS Corrected Gust Speed,r,float,m/s,N/A,N/A,No,GMX550,,,No
r_10_cgdir,GPS Corrected Gust Direction (GMX550),GPS Corrected Gust Direction,r,uint16_t,degrees,N/A,N/A,No,GMX550,,,No
r_10_lat,GPS Latitude (GMX550),GPS Latitude,r,float,degrees,N/A,N/A,No,GMX550,,,No
r_10_lon,GPS Longitude (GMX550),GPS Longitude,r,float,degrees,N/A,N/A,No,GMX550,,,No
r_10_heig,GPS Height (GMX550),GPS Height,r,float,degrees,N/A,N/A,No,GMX550,,,No
r_10_head,GPS Heading (GMX550),GPS Heading,r,uint16_t,degrees,N/A,N/A,No,GMX550,,,No
r_10_stat,GPS Status (GMX550),GPS Status,r,uint16_t,dimensionless,N/A,N/A,No,GMX550,,,No
r_11_wd,Wind Direction (GMX551),Wind Direction,r,uint16_t,degrees,0,360,No,GMX551,,,Yes
r_11_ws,Wind Speed (GMX551),Wind Speed,r,float,m/s,0,60,No,GMX551,,,Yes
r_11_wcd,Wind Corrected Direction (GMX551),Wind Corrected Direction,r,uint16_t,degrees,0,360,No,GMX551,,,No
r_11_wad,Wind Average Direction (GMX551),Wind Average Direction,r,uint16_t,degrees,0,360,No,GMX551,,,No
r_11_was,Wind Average Speed (GMX551),Wind Average Speed,r,float,m/s,0,60,No,GMX551,,,No
r_11_wagd,Wind Average Gust Direction (GMX551),Wind Average Gust Direction,r,uint16_t,degrees,0,360,No,GMX551,,,No
r_11_wags,Wind Average Gust Speed (GMX551),Wind Average Gust Speed,r,float,m/s,0,60,No,GMX551,,,No
r_11_wacd,Wind Average Corrected Direction (GMX551),Wind Average Corrected Direction,r,uint16_t,degrees,0,360,No,GMX551,,,No
r_11_wss,Wind Sensor Status (GMX551),Wind Sensor Status,r,uint16_t,dimensionless,N/A,N/A,No,GMX551,,,No
r_11_pt,Precipitation Total (GMX551),Precipitation Total,r,float,mm,N/A,N/A,No,GMX551,,,Yes
r_11_pi,Precipitation Intensity (GMX551),Precipitation Intensity,r,float,mm,N/A,N/A,No,GMX551,,,No
r_11_pss,Precipitation Sensor Status (GMX551),Precipitation Sensor Status,r,bool,dimensionless,N/A,N/A,No,GMX551,,,Yes
r_11_cmp,Compass (GMX551),Compass,r,uint16_t,degrees,N/A,N/A,No,GMX551,,,No
r_11_pres,Pressure (GMX551),Barometric Pressure,r,float,hPa,300,1250,No,GMX551,,,Yes
r_11_psl,Pressure Sea Level (GMX551),Pressure at Sea Level,r,float,hPa,300,1250,No,GMX551,,,No
r_11_ps,Pressure Station (GMX551),Pressure Station,r,float,hPa,300,1250,No,GMX551,,,No
r_11_hr,Relative Humidity (GMX551),Relative Humidity,r,uint8_t,%,0,100,No,GMX551,,,Yes
r_11_tmp,Temperature (GMX551),Temperature,r,float,celsius,-40,70,No,GMX551,,,Yes
r_11_dp,Dew Point (GMX551),Dew Point,r,float,degrees,N/A,N/A,No,GMX551,,,No
r_11_ha,Absolute Humidity (GMX551),Absolute Humidity,r,float,g/m3,0,100,No,GMX551,,,No
r_11_sr,Solar Radiation (GMX551),Solar Radiation,r,uint16_t,W/m2,0,1600,No,GMX551,,,Yes
r_11_sh,Sunshine Hours (GMX551),Sunshine Hours,r,float,hours,N/A,N/A,No,GMX551,,,No
r_11_wc,Wind Chill (GMX551),Wind Chill,r,float,celsius,N/A,N/A,No,GMX551,,,No
r_11_hi,Heat Index (GMX551),Heat Index,r,float,celsius,N/A,N/A,No,GMX551,,,No
r_11_ad,Air Density (GMX551),Air Density,r,float,Kg/m3,N/A,N/A,No,GMX551,,,No
r_11_tmpb,Temperature Bulb (GMX551),Temperature Bulb,r,float,celsius,N/A,N/A,No,GMX551,,,No
r_11_hs,Hour Sunrise (GMX551),Hour Sunrise,r,uint16_t,hours,N/A,N/A,No,GMX551,,,No
r_11_ms,Minute Sunrise (GMX551),Minute Sunrise,r,uint16_t,minutes,N/A,N/A,No,GMX551,,,No
r_11_hn,Hour Noon (GMX551),Hour Noon,r,uint16_t,hours,N/A,N/A,No,GMX551,,,No
r_11_mn,Minute Noon (GMX551),Minute Noon,r,uint16_t,minutes,N/A,N/A,No,GMX551,,,No
r_11_hs,Hour Sunset (GMX551),Hour Sunset,r,uint16_t,hours,N/A,N/A,No,GMX551,,,No
r_11_ms,Minute Sunset (GMX551),Minute Sunset,r,uint16_t,minutes,N/A,N/A,No,GMX551,,,No
r_11_azi,Sun Position Azimut (GMX551),Sun Position Azimut,r,float,degrees,N/A,N/A,No,GMX551,,,No
r_11_spa,Sun Position Altitude (GMX551),Sun Position Altitude,r,float,degrees,N/A,N/A,No,GMX551,,,No
r_11_tch,Twilight Civil Hour (GMX551),Twilight Civil Hour,r,uint16_t,hours,N/A,N/A,No,GMX551,,,No
r_11_tcm,Twilight Civil Minute (GMX551),Twilight Civil Minute,r,uint16_t,minutes,N/A,N/A,No,GMX551,,,No
r_11_tnh,Twilight Nautical Hour (GMX551),Twilight Nautical Hour,r,uint16_t,hours,N/A,N/A,No,GMX551,,,No
r_11_tnm,Twilight Nautical Minute (GMX551),Twilight Nautical Minute,r,uint16_t,minutes,N/A,N/A,No,GMX551,,,No
r_11_tah,Twilight Astronomical Hour (GMX551),Twilight Astronomical Hour,r,uint16_t,hours,N/A,N/A,No,GMX551,,,No
r_11_tam,Twilight Astronomical Minute (GMX551),Twilight Astronomical Minute,r,uint16_t,minutes,N/A,N/A,No,GMX551,,,No
r_11_x,X Tilt (GMX551),X Tilt,r,int8_t,degrees,N/A,N/A,No,GMX551,,,No
r_11_y,Y Tilt (GMX551),Y Tilt,r,int8_t,degrees,N/A,N/A,No,GMX551,,,No
r_11_z,Z Orient (GMX551),Z Orient,r,int8_t,degrees,N/A,N/A,No,GMX551,,,No
r_11_ts,Timestamp (GMX551),Timestamp,r,uint32_t,seconds,N/A,N/A,No,GMX551,,,No
r_11_volt,Supply Voltage (GMX551),Supply Voltage,r,float,volts,5,30,No,GMX551,,,No
r_11_stat,gmx551_status (GMX551),gmx551_status,r,uint16_t,dimensionless,N/A,N/A,No,GMX551,,,No
r_11_spd,GPS Speed (GMX551),GPS Speed,r,float,m/s,N/A,N/A,No,GMX551,,,No
r_11_cspd,GPS Corrected Speed (GMX551),GPS Corrected Speed,r,float,m/s,N/A,N/A,No,GMX551,,,No
r_11_acspd,GPS Average Corrected Speed (GMX551),GPS Average Corrected Speed,r,float,m/s,N/A,N/A,No,GMX551,,,No
r_11_cgspd,GPS Corrected Gust Speed (GMX551),GPS Corrected Gust Speed,r,float,m/s,N/A,N/A,No,GMX551,,,No
r_11_cgdir,GPS Corrected Gust Direction (GMX551),GPS Corrected Gust Direction,r,uint16_t,degrees,N/A,N/A,No,GMX551,,,No
r_11_lat,GPS Latitude (GMX551),GPS Latitude,r,float,degrees,N/A,N/A,No,GMX551,,,No
r_11_lon,GPS Longitude (GMX551),GPS Longitude,r,float,degrees,N/A,N/A,No,GMX551,,,No
r_11_heig,GPS Height (GMX551),GPS Height,r,float,degrees,N/A,N/A,No,GMX551,,,No
r_11_head,GPS Heading (GMX551),GPS Heading,r,uint16_t,degrees,N/A,N/A,No,GMX551,,,No
r_11_stat,GPS Status (GMX551),GPS Status,r,uint16_t,dimensionless,N/A,N/A,No,GMX551,,,No
r_12_rad,Solar Radiation (Datasol MET2),Solar Radiation,r,uint16_t,W/m2,0,1400,No,MET2,,,Yes
r_12_rad1,Semicell Radiation One (Datasol MET2),Semicell Radiation One,r,uint16_t,W/m2,0,1400,No,MET2,,,No
r_12_rad2,Semicell Radiation Two (Datasol MET2),Semicell Radiation Two,r,uint16_t,W/m2,0,1400,No,MET2,,,No
r_12_tenv,Temperature (Datasol MET2),Temperature of the environment,r,float,celsius,-20,100,No,MET2,,,No
r_12_tpan,Temperature of the panel (Datasol MET2),Temperature of the panel,r,float,celsius,-20,100,No,MET2,,,Yes
r_12_psh,Peak Sun Hours (Datasol MET2),Peak Sun Hours,r,float,hours,N/A,N/A,No,MET2,,,No
r_12_cn,Cleaning Notice (Datasol MET2),Cleaning Notice,r,uint16_t,dimensionless,N/A,N/A,No,MET2,,,No
r_12_ws,Wind Speed (Datasol MET2),Wind Speed,r,float,m/s,0,200,No,MET2,,,No
r_13_tmp,Temperature (OPTOD),Temperature,r,float,celsius,-10,60,No,OPTOD,,,Yes
r_13_oxsat,Oxygen Saturation (OPTOD),Oxygen Saturation percentage,r,float,%,0,200,No,OPTOD,,,Yes
r_13_oxmpl,Dissolved Oxygen (OPTOD),Dissolved Oxygen in milligrams per liter,r,float,mg/L,0,20,No,OPTOD,,,No
r_13_oxppm,Dissolved Oxygen (OPTOD),Dissolved Oxygen in PPM,r,float,ppm,0,20,No,OPTOD,,,No
r_14_tmp,Temperature (PHEHT),Temperature,r,float,celsius,0,50,No,PHEHT,,,Yes
r_14_ph,PH (PHEHT),PH,r,float,pH,0,14,No,PHEHT,,,Yes
r_14_volt,PH (PHEHT),PH in millivolts,r,float,millivolts,N/A,N/A,No,PHEHT,,,No
r_14_redox,Redox (PHEHT),Redox,r,float,millivolts,-1000,1000,No,PHEHT,,,Yes
r_15_tmp,Temperature (C4E),Water Temperature,r,float,celsius,0,50,No,C4E,,,Yes
r_15_cond,Conductivity (C4E),Conductivity,r,float,µS/cm,0,2000,No,C4E,,,Yes
r_15_sal,Salinity (C4E),Salinity,r,float,ppt,5,60,No,C4E,,,Yes
r_15_ds,Dissolved Solids (C4E),Dissolved Solids,r,float,ppm,0,133000,No,C4E,,,Yes
r_16_tmp,Temperature (CTZN),Water Temperature,r,float,celsius,0,50,No,CTZN,,,Yes
r_16_cond,Conductivity (CTZN),Conductivity,r,float,mS/cm,0,100,No,CTZN,,,Yes
r_16_sal,Salinity (CTZN),Salinity,r,float,ppt,5,60,No,CTZN,,,Yes
r_16_cnc,Conductivity not compensated (CTZN),Conductivity not compensated,r,float,mS/cm,0,100,No,CTZN,,,No
r_17_tmp,Temperature (NTU),Water Temperature,r,float,celsius,0,50,No,NTU,,,Yes
r_17_tntu,Turbidity (NTU),Turbidity in NTU,r,float,NTU,0,4000,No,NTU,,,Yes
r_17_tmgl,Turbidity (NTU),Turbidity in mgl,r,float,mg/L,0,4500,No,NTU,,,No
r_18_tmp,Temperature (MES5),Water Temperature,r,float,celsius,-5,60,No,MES5,,,Yes
r_18_s,Sludge (MES5),Sludge,r,float,%,0,100,No,MES5,,,Yes
r_18_ss,Suspended_Solids (MES5),Suspended_Solids,r,float,g/L,0,50,No,MES5,,,Yes
r_18_tfau,Turbidity in FAU (MES5),Turbidity in FAU,r,float,FAU,0,4000,No,MES5,,,No
r_19_tmp,Temperature (SAC),Temperature,r,float,celsius,0,50,No,SAC,,,Yes
r_19_sac,SAC (SAC),"Spectral Absorption Coefficient SAC254, based on absorbance at 254 and 530nm",r,float,m-1,0,750,No,SAC,,,No
r_19_cod,COD (SAC),Chemical Oxygen Demand (COD) equivalent,r,float,mg/L,0,1300,No,SAC,,,Yes
r_19_bod,BOD (SAC),Biological Oxygen Demand (BOD) equivalent,r,float,mg/L,0,350,No,SAC,,,Yes
r_19_toc,TOC (SAC),Total Organic Carbon (TOC) equivalent,r,float,mg/L,0,500,No,SAC,,,Yes
r_19_uvab,UV Absorbance (SAC),UV Absorbance,r,float,[],N/A,N/A,No,SAC,,,No
r_19_grab,GR Absorbance (SAC),GR Absorbance,r,float,[],N/A,N/A,No,SAC,,,No
r_19_tfau,Turbidity  (SAC),Turbidity of the fluid based on absorbance at 530 nm of formazine aqueous suspension,r,float,FAU,0,500,No,SAC,,,No
r_19_uvtr,UV Transmittance (SAC),UV Transmittance,r,float,[],N/A,N/A,No,SAC,,,No
r_19_grtr,GR Transmittance (SAC),GR Transmittance,r,float,[],N/A,N/A,No,SAC,,,No
r_20_stag,Stage (Vegapuls C21),"The stage reference is the reference level the sensor will use to calculate the stage level during operation. To have a coherent stage level, the stage reference must be set once the sensor is installed. It can be done either with or without liquid.
If done with liquid, the stage reference will be set to the height or level of liquid at the moment it is set. When set without liquid, the stage will be set to 0.",r,float,meters,N/A,N/A,No,C21,,,No
r_20_dist,Distance (Vegapuls C21),Distance readed by the sensor depending of the stage reference.,r,float,meters,0,15,No,C21,,,No
r_20_tmp,Temperature (Vegapuls C21),Atmospheric Temperature,r,float,celsius,-40,80,No,C21,,,No
r_20_rel,Reliability (Vegapuls C21),Reliability,r,float,dB,N/A,N/A,No,C21,,,No
r_20_stat,Status (Vegapuls C21),Status,r,float,dimensionless,N/A,N/A,No,C21,,,No
r_21_laf,LAF (NLS2),LAF,r,float,dB,25,136,No,NLS2,,,No
r_21_las,LAS (NLS2),LAS,r,float,dB,25,136,No,NLS2,,,No
r_21_lai,LAI (NLS2),LAI,r,float,dB,25,136,No,NLS2,,,No
r_21_lbf,LBF (NLS2),LBF,r,float,dB,25,136,No,NLS2,,,No
r_21_lbs,LBS (NLS2),LBS,r,float,dB,25,136,No,NLS2,,,No
r_21_lbi,LBI (NLS2),LBI,r,float,dB,25,136,No,NLS2,,,No
r_21_lcf,LCF (NLS2),LCF,r,float,dB,25,136,No,NLS2,,,No
r_21_lcs,LCS (NLS2),LCS,r,float,dB,25,136,No,NLS2,,,No
r_21_lci,LCI (NLS2),LCI,r,float,dB,25,136,No,NLS2,,,No
r_21_lzf,LZF (NLS2),LZF,r,float,dB,25,136,No,NLS2,,,No
r_21_lzs,LZS (NLS2),LZS,r,float,dB,25,136,No,NLS2,,,No
r_21_lzi,LZI (NLS2),LZI,r,float,dB,25,136,No,NLS2,,,No
r_21_lafsd,LAFSD (NLS2),LAFSD,r,float,dB,25,136,No,NLS2,,,No
r_21_lassd,LASSD (NLS2),LASSD,r,float,dB,25,136,No,NLS2,,,No
r_21_laisd,LAISD (NLS2),LAISD,r,float,dB,25,136,No,NLS2,,,No
r_21_lbfsd,LBFSD (NLS2),LBFSD,r,float,dB,25,136,No,NLS2,,,No
r_21_lbssd,LBSSD (NLS2),LBSSD,r,float,dB,25,136,No,NLS2,,,No
r_21_lbisd,LBISD (NLS2),LBISD,r,float,dB,25,136,No,NLS2,,,No
r_21_lcfsd,LCFSD (NLS2),LCFSD,r,float,dB,25,136,No,NLS2,,,No
r_21_lcssd,LCSSD (NLS2),LCSSD,r,float,dB,25,136,No,NLS2,,,No
r_21_lcisd,LCISD (NLS2),LCISD,r,float,dB,25,136,No,NLS2,,,No
r_21_lzfsd,LZFSD (NLS2),LZFSD,r,float,dB,25,136,No,NLS2,,,No
r_21_lzssd,LZSSD (NLS2),LZSSD,r,float,dB,25,136,No,NLS2,,,No
r_21_lzisd,LZISD (NLS2),LZISD,r,float,dB,25,136,No,NLS2,,,No
r_21_lasel,LASEL (NLS2),LASEL,r,float,dB,25,136,No,NLS2,,,No
r_21_lbsel,LBSEL (NLS2),LBSEL,r,float,dB,25,136,No,NLS2,,,No
r_21_lcsel,LCSEL (NLS2),LCSEL,r,float,dB,25,136,No,NLS2,,,No
r_21_lzsel,LZSEL (NLS2),LZSEL,r,float,dB,25,136,No,NLS2,,,No
r_21_lae,LAE (NLS2),LAE,r,float,dimensionless,N/A,N/A,No,NLS2,,,No
r_21_lbe,LBE (NLS2),LBE,r,float,dimensionless,N/A,N/A,No,NLS2,,,No
r_21_lce,LCE (NLS2),LCE,r,float,dimensionless,N/A,N/A,No,NLS2,,,No
r_21_lze,LZE (NLS2),LZE,r,float,dimensionless,N/A,N/A,No,NLS2,,,No
r_21_lafmax,LAF max (NLS2),LAF max,r,float,dB,25,136,No,NLS2,,,No
r_21_lasmax,LAS max (NLS2),LAS max,r,float,dB,25,136,No,NLS2,,,No
r_21_laimax,LAI max (NLS2),LAI max,r,float,dB,25,136,No,NLS2,,,No
r_21_lbfmax,LBF max (NLS2),LBF max,r,float,dB,25,136,No,NLS2,,,No
r_21_lbsmax,LBS max (NLS2),LBS max,r,float,dB,25,136,No,NLS2,,,No
